id,title,description,advice,criterionCode,keywords,crawler,crawlerTestId,status,impact,responsibility,createdAt,updatedAt
411c0382-20fa-4b71-a402-283088c7955c,"Alt met bestandsnaam (min-tekens, underscore)","Op pagina URL staat een afbeelding waarvan het tekstalternatief bestaat uit een bestandsnaam of technische waarde, zoals `img_398.jpg` of `landschap-met-bomen`. Dit tekstalternatief bevat underscores of mintekens in plaats van gewone spaties. Voor mensen die een schermlezer gebruiken wordt dit letterlijk voorgelezen, waardoor de tekst moeilijk te begrijpen is en de inhoud van de afbeelding niet duidelijk wordt.","Vervang het technische tekstalternatief door een korte en duidelijke beschrijving van de afbeelding. Gebruik gewone woorden zonder underscores of mintekens, zodat schermlezers het goed kunnen uitspreken.

```html
<img src=""landschap-met-bomen.jpg"" alt=""Landschap met bomen"">
```

Zorg altijd dat het tekstalternatief de inhoud kort samenvat en goed leesbaar is voor iedereen.",1.1.1,,false,,open,klein,redacteur,Tue Feb 10 2026 11:19:53 GMT+0100 (Midden-Europese standaardtijd),Tue Feb 10 2026 12:01:49 GMT+0100 (Midden-Europese standaardtijd)
30e8a701-d7de-4936-96e9-4200039d872a,PDF - Decoratieve afbeelding is geen artefact,In het PDF-document DOCUMENT bevinden zich decoratieve afbeeldingen die getagd zijn als `<Figure>`. Hierdoor wordt de afbeelding gepresenteerd door hulpsoftware terwijl dit niet de bedoeling is.,"Afbeeldingen in PDF's kunnen als `artefact` worden gemarkeerd, hierdoor worden ze niet meer gepresenteerd door hulpsoftware. Dit kan in nieuwere versies van Microsoft Word worden gedaan door de afbeelding te markeren als decoratief. In Adobe InDesign kan een afbeelding ook als decoratief worden gemarkeerd. Als dit niet is gebeurd, kan de auteur via Adobe Acrobat Pro de afbeelding als achtergrond of `<Artefact>` markeren. Dan verdwijnt de afbeelding uit de tags.",1.1.1,,false,,open,matig,redacteur,Tue Feb 10 2026 11:19:53 GMT+0100 (Midden-Europese standaardtijd),Tue Feb 10 2026 11:45:42 GMT+0100 (Midden-Europese standaardtijd)
cf44faa4-3b82-4ec3-9b63-09293591ceb0,Op tijd gebaseerde media mist tekstalternatief,Op pagina URL bevindt zicht een video waarvoor een onvoldoende tekstalternatief beschikbaar is. Voor de ziende persoon is het snel duidelijk dat er een video staat en waar deze video over gaat. Deze informatie moet ook beschikbaar zijn voor bezoekers die afhankelijk zijn van hulpsoftware zoals een schermlezer of braille. ,"Zorg dat het tekstalternatief van de video duidelijk maakt dat het om een video gaat en wat de inhoud ervan is. Beschrijf kort het onderwerp of doel van de video, zodat ook gebruikers van schermlezers of braille een goed beeld krijgen van de context.

Plaats bij voorkeur een korte inleidende tekst direct boven de video, bijvoorbeeld:

Video: uitleg over het maken van toegankelijke documenten.

Vul dit eventueel aan met een aria-label of title-attribuut bij de videospeler of het iframe waarin de video staat.

Voorbeeld:

```html
<p>In onderstaande video leer je meer over het maken van toegankelijke documenten.</p>
<iframe src=""video.mp4"" title=""Video: Toegankelijke documenten maken""></iframe>
```

Of met een eigen videospeler:

```html
<video controls aria-label=""Video: Toegankelijke documenten maken"">
  <source src=""video.mp4"" type=""video/mp4"">
</video>
```

Combineer waar mogelijk beide vormen: een tekstuele omschrijving boven de video en een toegankelijke naam van de videospeler. Zo wordt de informatie begrijpelijk voor alle gebruikers.",1.1.1,,false,,open,matig,redacteur,Tue Feb 10 2026 11:19:53 GMT+0100 (Midden-Europese standaardtijd),Tue Feb 10 2026 11:48:44 GMT+0100 (Midden-Europese standaardtijd)
e47cb9a1-da15-4fdd-bc31-4bb99dfef45c,Functioneel icoon zonder toegankelijke naam,Een icoon dat een functie heeft (zoals VOORBEELD) bevat geen toegankelijke naam of label. Zonder toegankelijke naam blijft de actie onduidelijk voor screenreadergebruikers.,"Voeg een toegankelijke naam toe met aria-label, aria-labelledby of een bijschrift dat de functie beschrijft (bijv. ""VOORBEELD"").",1.1.1,,false,,open,klein,ontwikkelaar,Tue Feb 10 2026 11:19:53 GMT+0100 (Midden-Europese standaardtijd),Tue Feb 10 2026 11:52:32 GMT+0100 (Midden-Europese standaardtijd)
07563f80-5daa-47b2-8552-d40f25252125,Decoratieve SVG,"Op pagina URL staan decoratieve svg's. Deze zijn niet verborgen voor hulpsoftware. Dit keuren we niet af, maar het is wel beter om de elementen te verbergen. Zo voorkom je dat er overbodige of onduidelijke informatie wordt gepresenteerd aan gebruikers van hulpsoftware.","Verberg decoratieve SVG’s voor hulpsoftware zodat ze niet onnodig worden voorgelezen. Dit kan door `aria-hidden=""true""` toe te voegen aan het `<svg>`-element.

```html
<svg aria-hidden=""true"" ...>
  <!-- decoratieve inhoud -->
</svg>
```

Zorg er ook voor dat de SVG geen onnodige `title`- of `desc`-elementen bevat. Zo blijft de ervaring helder voor gebruikers van schermlezers.",1.1.1,,false,,resolved,klein,ontwikkelaar,Tue Feb 10 2026 11:19:53 GMT+0100 (Midden-Europese standaardtijd),Tue Feb 10 2026 11:53:40 GMT+0100 (Midden-Europese standaardtijd)
f936aa29-40bb-41e0-a7b5-753c5520d59a,Decoratieve afbeelding zonder lege alt-tekst,"Op pagina URL is één of meerdere decoratieve afbeeldingen voorzien van een tekstalternatief via het alt-attribuut. Hierdoor worden deze afbeeldingen ook gepresenteerd aan bezoekers die gebruik maken van een schermlezer, terwijl de afbeeldingen in dit geval geen inhoudelijke informatie toevoegen aan de pagina. Dit kan leiden tot onnodige onderbrekingen tijdens het navigeren en bemoeilijkt het snel scannen van de relevante inhoud.","Zorg dat decoratieve afbeeldingen worden genegeerd door hulpsoftware. Dit kan door een leeg tekstalternatief te gebruiken (alt="""") of de afbeelding op te maken als achtergrondafbeelding via CSS. Zo blijft de pagina overzichtelijk voor gebruikers van een schermlezer, terwijl het visuele ontwerp behouden blijft.",1.1.1,,false,,open,klein,redacteur,Tue Feb 10 2026 11:19:53 GMT+0100 (Midden-Europese standaardtijd),Tue Feb 10 2026 11:54:17 GMT+0100 (Midden-Europese standaardtijd)
63a16431-0d99-4b83-b8f7-7e415b23188b,Afbeelding als link met dubbel tekstalternatief door title en alt,Op pagina URL staat een klikbare afbeelding. De afbeelding staat in een link. Zowel de link als de afbeelding hebben informatie die ervoor zorgen dat ze waarneembaar zijn voor gebruikers van hulpsoftware. Op de link staat een title-attribuut. Op de afbeelding een alt-attribuut. Beiden geven nu dezelfde (of vergelijkbare) informatie. Hierdoor wordt deze informatie dubbel gepresenteerd door hulpsoftware.,"Het advies is om het alt-attribuut te gebruiken voor het tekstalternatief van de afbeelding en alleen het title-attribuut te gebruiken om meer informatie te geven over het linkdoel. Bijvoorbeeld ""Opent in een nieuw venster"".",1.1.1,,false,,resolved,klein,ontwikkelaar,Tue Feb 10 2026 11:19:53 GMT+0100 (Midden-Europese standaardtijd),Tue Feb 10 2026 12:04:53 GMT+0100 (Midden-Europese standaardtijd)
9913caf9-55f7-4740-ba4c-94facaa6adce,Tekstalternatieven complexe afbeelding,Op pagina URL bevindt zicht een complexe afbeelding. Dit soort complexe afbeeldingen moeten voorzien worden van zowel een kort- als lang tekstalternatief. Deze is/zijn in dit geval onvoldoende aanwezig.,Zorg voor een kort tekstalternatief die een beknopte beschrijving geeft van de afbeelding. Dit kan bijvoorbeeld met het alt-atribuut. Zorg ook voor een lang tekstalternatief. Deze geeft een uitgebreide beschrijving van dezelfde informatie die in de afbeelding wordt overgebracht. Dit kan bijvoorbeeld door middel van een tabel of een uitgeschreven tekst. Deze tekst kan dan bijvoorbeeld onder de afbeelding staan of in een uitklapbaar onderdeel bij de afbeelding. De beschrijving kan ook op een andere pagina staan waar dan met een link naar toe wordt verwezen.,1.1.1,,false,,open,matig,redacteur,Tue Feb 10 2026 11:19:53 GMT+0100 (Midden-Europese standaardtijd),Tue Feb 10 2026 11:30:54 GMT+0100 (Midden-Europese standaardtijd)
f67ef80b-9e55-4dca-b6e2-21a4969ea031,Tekstalternatief height/width 0,"Op de pagina URL bevinden zich afbeeldingen waarvan het tekstalternatief verborgen wordt door het gebruik van `height:0;`, `width:0;` of `font-size:0;`. De presentatie van hulpsoftware verschilt bij het gebruik hiervan, waardoor het tekstalternatief bij sommigen wel en bij anderen niet wordt gepresenteerd. ","Verwijder `height:0;`, `width:0;` of `font-size:0;` van de tekstalternatieven om deze gelijkwaardig beschikbaar te maken voor hulpsoftware. Tekst die visueel verborgen is, maar voor hulpsoftware wel beschikbaar moet zijn, moet op een andere manier verborgen worden. Dit kan bijvoorbeeld met een `.sr-only` class in CSS of met de clip-methode.",1.1.1,,false,,open,klein,ontwikkelaar,Tue Feb 10 2026 11:19:53 GMT+0100 (Midden-Europese standaardtijd),Tue Feb 10 2026 11:40:40 GMT+0100 (Midden-Europese standaardtijd)
15596e94-8450-4d65-888d-31fb7a91ba93,Te lang alt-attribuut,"Op pagina URL staat een afbeelding met een erg lang tekstalternatief. Het tekstalternatief bestaat uit één lange waarde in het alt-attribuut. Dit is lastig voor mensen die een schermlezer gebruiken, omdat de informatie zonder structuur wordt voorgelezen. Hierdoor is het moeilijk om de inhoud te begrijpen, vooral als de afbeelding veel details bevat.","Gebruik voor (complexe) afbeeldingen geen lang tekstalternatief in het `alt`-attribuut. Beperk het `alt`-attribuut tot een korte beschrijving van de afbeelding. Het advies is een tekstalternatief van maximaal 75 tekens. Plaats de uitgebreide uitleg ergens anders op de pagina, bijvoorbeeld in een aparte alinea of via een toegankelijke link naar een langere beschrijving.

Voorbeeld:

```html
<img src=""diagram.png"" alt=""Overzicht van de organisatiestructuur. Zie beschrijving onder afbeelding."">
<p id=""diagram-beschrijving"">
  Beschrijving van het diagram: de organisatie bestaat uit drie afdelingen: Communicatie, Ontwikkeling en Onderzoek. 
  Onder elke afdeling vallen twee teams, die samen rapporteren aan het managementteam.
</p>
```

Of, als de uitgebreide beschrijving elders staat:

```html
<img src=""diagram.png"" alt=""Overzicht van de organisatiestructuur. Zie pagina met toelichting."">
```

Zorg ervoor dat de beknopte tekst in het `alt`-attribuut het doel van de afbeelding samenvat. Zo blijft de afbeelding begrijpelijk voor gebruikers van schermlezers en voldoet de pagina aan WCAG 1.1.1.

Dit probleem komt ook voor op pagina URL.",1.1.1,,false,,resolved,klein,redacteur,Tue Feb 10 2026 11:19:53 GMT+0100 (Midden-Europese standaardtijd),Tue Feb 10 2026 11:42:44 GMT+0100 (Midden-Europese standaardtijd)
96e38319-53ba-4647-94bf-1ccc45e4190d,PDF - Niet-getagd logo,In het volgende PDF-document staat bovenin het logo van ORGANISATIE. Dit logo is niet als afbeelding getagd en wordt daarom genegeerd.,"Op pagina 1 moet dit logo wel een afbeelding worden en een goed tekstalternatief krijgen. Op de vervolgpagina's is dat niet nodig en zelfs niet gewenst, omdat dit daar de leesvolgorde kan onderbreken.",1.1.1,,false,,open,klein,redacteur,Tue Feb 10 2026 11:19:53 GMT+0100 (Midden-Europese standaardtijd),Tue Feb 10 2026 11:44:41 GMT+0100 (Midden-Europese standaardtijd)
b59abf88-a99f-4a9a-8bd8-d880a28935c8,PDF - Complexe afbeelding,In het volgende PDF-document staat een complexe afbeeldig op pagina X. Een blinde gebruiker is nu uitgesloten van de informatie die in deze complexe afbeelding staat.,De inhoud van deze afbeelding moet in tekst uitgeschreven worden. Deze tekst kan meteen onder de afbeelding staat of als een link of bestand worden toegevoegd. Het tekstalternatief van de afbeelding kan dan verwijzen naar de plek waar deze uitgeschreven tekst staat.,1.1.1,,false,,open,matig,redacteur,Tue Feb 10 2026 11:19:53 GMT+0100 (Midden-Europese standaardtijd),Tue Feb 10 2026 11:46:45 GMT+0100 (Midden-Europese standaardtijd)
d9d24227-4e8d-4c2f-b00a-479811822ace,Kaart voor navigatie,Op pagina URL staat een kaart die bedoeld is voor navigatie. De essentiële informatie uit deze kaart moet daarom op een toegankelijke manier worden aangeboden. De kaart zelf is verder niet onderzocht.,Zorg dat de adressen ook op de website worden aangeboden als standaard tekst.,1.1.1,,false,,open,klein,redacteur,Tue Feb 10 2026 11:19:53 GMT+0100 (Midden-Europese standaardtijd),Tue Feb 10 2026 11:49:21 GMT+0100 (Midden-Europese standaardtijd)
3bb5cfa2-a90c-48e8-9b86-a9dff5a3f6cd,Complexe afbeelding,"Op pagina URL staat een complexe afbeelding. Niet alle gebruikers kunnen de informatie in deze afbeelding goed waarnemen, bijvoorbeeld omdat ze afhankelijk zijn van voorleessoftware of braille.",De inhoud van deze afbeelding moet in tekst uitgeschreven worden. Deze tekst kan meteen onder de afbeelding staan of als een link of bestand worden toegevoegd. Het tekstalternatief van de afbeelding kan dan verwijzen naar de plek waar deze uitgeschreven tekst staat. Zie ook https://www.w3.org/WAI/tutorials/images/complex/ voor meer tips over hoe een tekstalternatief toe te voegen aan een complexe afbeelding.,1.1.1,,false,,open,klein,redacteur,Tue Feb 10 2026 11:19:53 GMT+0100 (Midden-Europese standaardtijd),Tue Feb 10 2026 11:58:24 GMT+0100 (Midden-Europese standaardtijd)
6eaaad27-367d-480b-ae26-454ba6643c34,alt-attribuut ontbreekt,Op pagina URL staat een afbeelding zonder tekstalternatief. Ook het verplichte alt-attribuut ontbreekt. Op een img-element moet altijd een alt-attribuut aanwezig zijn.,"Als de afbeelding informatief is, dan moet het alt-attribuut een correcte omschrijving van de afbeelding geven. Als de afbeelding decoratief is dan moet het alt-attribuut leeg worden gelaten: `alt=""""`. Andere oplossingen zijn ook mogelijk.",1.1.1,,false,,open,klein,redacteur,Tue Feb 10 2026 11:19:53 GMT+0100 (Midden-Europese standaardtijd),Tue Feb 10 2026 12:02:59 GMT+0100 (Midden-Europese standaardtijd)
ddd2abee-d038-448d-95cd-06226dcec2e0,Kaart,Op pagina X staat een kaart. De informatie in deze kaart is niet toegankelijk voor een blinde gebruiker.,"De kaart kan toegankelijk gemaakt worden door een tekstalternatief te bieden die voorgelezen kan worden door hulpsoftware. Een van de mogelijke oplossingen is het aanbieden van een toegankelijke datatabel waarin dezelfde informatie wordt gepresenteerd.

Voor elk item in een legenda moet informatie worden gegeven. Een item dat niet voorkomt, moet ook beschreven worden. Het feit dat een item niet op de kaart staat, is ook informatie die moet worden overgedragen, want anders zou deze niet in de legenda staan.

Een kaart-applicatie heeft geen tekstalternatief nodig als de kaart zelf toegankelijk is. Alle afbeeldingen in de kaart moeten een goed tekstalternatief hebben, of zij nu decoratief zijn of niet. Voor een kaart als geheel mag ook een alternatief geboden worden. Als de kaart als enige doel heeft om een adres weer te geven, dan is het adres in de tekst ook goed als toegankelijk alternatief.",1.1.1,,false,,open,matig,redacteur,Tue Feb 10 2026 11:19:53 GMT+0100 (Midden-Europese standaardtijd),Tue Feb 10 2026 11:50:59 GMT+0100 (Midden-Europese standaardtijd)
71ce379b-f2dd-4ded-8ff1-02069ee0e29f,CAPTCHA geen uitzondering,"Op pagina URL wordt een CAPTCHA gebruikt. Deze is niet volledig inhoudelijk getest, omdat de inhoud elke keer anders is. Er is geen gebruik gemaakt van de uitzondering voor CAPTCHA's. De afbeeldingen moeten een tekst(alternatief) krijgen dat het doel van deze afbeeldingen aangeeft en dat is op dit moment niet het geval. Hiernaast moet de CAPTCHA ook op een toegankelijke manier gebruikt kunnen worden. De CAPTCHA moet dus voldoen aan alle overige succescriteria.","Het advies is om geen gebruik te maken van CAPTCHA's, omdat deze altijd een drempel voor toegankelijkheid zijn. Zie de Engelstalige pagina https://www.w3.org/TR/turingtest/ voor meer informatie en eventuele alternatieven. Het aanbieden van een toegankelijk alternatief voor de hele CAPTCHA is hier eventueel ook een geldige oplossing.",1.1.1,,false,,open,onbekend,onbekend,Tue Feb 10 2026 11:19:53 GMT+0100 (Midden-Europese standaardtijd),Tue Feb 10 2026 12:00:29 GMT+0100 (Midden-Europese standaardtijd)
