id,projectId,findingCode,wcagCriterionId,quickFindingId,status,impact,responsibility,description,advice,evidence,notes,sortOrder,createdAt,updatedAt
0d92823e-b939-41b1-a7fa-f2891fa8b9a5,d0d6504f-e0f0-48c3-95a4-4e25df146fc1,B004,4cb21fff-b4e0-4bd5-a312-f472f8541396,,resolved,,,"Voor het visueel benadrukken van tekst wordt het b-element gebruikt. Dit is toegestaan wanneer de vetgedrukte weergave geen inhoudelijke nadruk heeft. Vanuit best practice kan overwogen worden om deze opmaak via CSS toe te passen.

","Overweeg om vetgedrukte opmaak via CSS toe te passen in plaats van het b-element, zodat HTML primair wordt gebruikt voor semantiek en structuur.",,,1,Fri Feb 27 2026 13:44:17 GMT+0100 (Midden-Europese standaardtijd),Fri Feb 27 2026 13:44:17 GMT+0100 (Midden-Europese standaardtijd)
5e9c5f68-b35f-4922-bc5e-8e49b9bab5bb,dfc078cf-a6b5-4c92-b72e-15d5d1089804,B001,967dd178-96c9-487f-aaf9-6508032abe65,,open,klein,redacteur,Op deze pagina is de staptitel (h2) niet beschrijvend voor de inhoud van de stap. De h2 herhaalt de naam van het  formulier terwijl de stap gaat over het invullen van persoonsgegevens en een reactie. Gebruikers die via koppen navigeren zoals mensen die een schermlezer gebruiken kunnen op basis van deze kop niet opmaken wat er in de stap van hen wordt verwacht.,"Vervang de h2 door een beschrijvende staptitel die aangeeft wat er in de stap wordt gevraagd. Bijvoorbeeld: ""Uw gegevens en reactie"". ",,,0,Mon Mar 09 2026 10:07:42 GMT+0100 (Midden-Europese standaardtijd),Tue Mar 10 2026 15:13:16 GMT+0100 (Midden-Europese standaardtijd)
4bd224eb-190e-4728-8a35-424f2ec0b7b5,dfc078cf-a6b5-4c92-b72e-15d5d1089804,B003,73fc903b-3e33-460d-a942-d5bfb3a34254,,open,matig,redacteur,"Op deze pagina heeft het veld ""Voornaam"" de waarde autocomplete=""name"". Dit is de verkeerde waarde: name staat voor de volledige naam, dus vult de browser bij autofill zowel de voornaam als de achternaam in. Dit is een probleem voor mensen die afhankelijk zijn van autofill, zoals mensen met een motorische beperking of mensen die moeite hebben met typen.
","
Vervang bij het veld ""Voornaam"" het autocomplete attribuut ""name"" door ""given-name"".",,,0,Mon Mar 09 2026 10:38:44 GMT+0100 (Midden-Europese standaardtijd),Tue Mar 10 2026 14:32:23 GMT+0100 (Midden-Europese standaardtijd)
760c7e21-ab26-4561-8cad-13ea5100b52c,dfc078cf-a6b5-4c92-b72e-15d5d1089804,B002,746bbe4a-dccb-4e47-8533-f973001a5986,,open,matig,redacteur,"Op deze pagina staat in de introductietekst de zin ""Hieronder een overzicht van de huidige speellocaties."" Deze zin belooft een overzicht dat direct onder de tekst te vinden zou zijn. Dat overzicht staat er echter niet — na de introductietekst volgen direct de invulvelden van het formulier.
Voor mensen die de pagina niet kunnen zien en de tekst laten voorlezen, is er geen manier om het genoemde overzicht te vinden. De verwijzing ""hieronder"" werkt alleen als de content er ook daadwerkelijk staat. Doordat het overzicht ontbreekt, missen deze gebruikers informatie die bedoeld is om het formulier goed in te kunnen vullen.
Hetzelfde probleem doet zich voor op de pagina ""Overzicht"" dit is stap 2 in het formulier waar exact dezelfde introductietekst wordt gebruikt.","Voeg het overzicht van de huidige speellocaties toe aan de pagina, direct onder de introductietekst. Staat het overzicht op een andere pagina, vervang de verwijzing dan door een link, bijvoorbeeld: ""Bekijk het overzicht van de huidige speellocaties.""",,,0,Mon Mar 09 2026 10:29:23 GMT+0100 (Midden-Europese standaardtijd),Mon Mar 09 2026 16:19:15 GMT+0100 (Midden-Europese standaardtijd)
a9ebcf9e-5233-45e9-84d7-3b95f0084d51,dfc078cf-a6b5-4c92-b72e-15d5d1089804,B004,73fc903b-3e33-460d-a942-d5bfb3a34254,,open,matig,redacteur,"Op deze pagina ontbreekt bij het veld ""Adres"" het autocomplete-attribuut. Hierdoor kan het doel van dit veld niet worden bepaald. Dit is een probleem voor mensen die afhankelijk zijn van autofill, zoals mensen met een motorische beperking of mensen die moeite hebben met typen.","Voeg bij het veld ""Adres"" het attribuut autocomplete=""street-address"" toe.",,,1,Mon Mar 09 2026 11:49:49 GMT+0100 (Midden-Europese standaardtijd),Tue Mar 10 2026 17:37:35 GMT+0100 (Midden-Europese standaardtijd)
f63b5906-5591-4b16-8f4f-426564f90147,dfc078cf-a6b5-4c92-b72e-15d5d1089804,B005,35d250a4-d5a2-4d75-9ebd-6fc4c6da9cbc,,resolved,,,"Op de formulierenpagina's is een versie voor hoog contrast aanwezig. Deze is aan te zetten door middel van een zogenaamde ""contrast switch"". Dit succescriterium is volledig getest in de modus voor hoog contrast. De versie voor hoog contrast wordt gezien als een alternatief voor de standaard versie.

Hierdoor kunnen er contrastproblemen zijn in de standaard versie. Deze zijn verder niet beoordeeld.","We adviseren om ook de standaard versie te voorzien van voldoende kleurcontrast in alle teksten. Dit bevorderd de toegankelijkheid van de website voor bezoekers met een zichtbeperking.

Teksten met voldoende kleurcontrast lezen ook makkelijker voor alle lezers. Het lezen is hierdoor minder intensief, kost minder energie en het lezen wordt (onbewust) als prettiger ervaren. Hierdoor is de lezer eerder geneigd om over te gaan tot activatie.

De versie voor hoog contrast kan dan vervolgens ingezet worden voor een ""verhoogd contrast"", waarbij wordt voldaan aan succescriterium WCAG 1.4.6 Verhoogd contrast (niveau AAA).",,,0,Mon Mar 09 2026 11:58:18 GMT+0100 (Midden-Europese standaardtijd),Mon Mar 09 2026 14:00:36 GMT+0100 (Midden-Europese standaardtijd)
fbbf46a4-d346-4085-a5c0-4856da16cb9f,dfc078cf-a6b5-4c92-b72e-15d5d1089804,B006,9b23fa6b-a0de-4779-b78a-2649f20d17e7,,resolved,,,"Op de formulierenpagina's is een versie voor hoog contrast aanwezig. Deze is aan te zetten door middel van een zogenaamde ""contrast switch"".

Dit succescriterium is volledig getest in de modus voor hoog contrast. De versie voor hoog contrast wordt gezien als een alternatief voor de standaard versie.

Hierdoor kunnen er contrastproblemen zijn in de standaard versie. Deze zijn verder niet beoordeeld.","Voorzie ook de standaard versie van voldoende kleurcontrast voor alle grafische elementen. Dit bevorderd de toegankelijkheid van de website voor bezoekers met een zichtbeperking.

De versie voor hoog contrast kan dan vervolgens ingezet worden voor een ""verhoogd contrast"".",,,0,Mon Mar 09 2026 14:10:59 GMT+0100 (Midden-Europese standaardtijd),Mon Mar 09 2026 14:10:59 GMT+0100 (Midden-Europese standaardtijd)
c3f8c8b5-304f-419f-873f-92bddde346d9,dfc078cf-a6b5-4c92-b72e-15d5d1089804,B008,73fc903b-3e33-460d-a942-d5bfb3a34254,,open,matig,,"Op deze pagina staat een formulier waarbij het veld ""Telefoonnummer aanvragers"" het telefoonnummer van de gebruiker zelf opvraagt. Dit veld heeft geen autocomplete-attribuut, waardoor de browser en hulpsoftware het doel van het veld niet programmatisch kunnen bepalen. Daardoor werkt automatisch invullen (autofill) niet voor dit veld. Dit is een probleem voor mensen met een cognitieve beperking, mensen met dyslexie en mensen met een motorische beperking, die juist baat hebben bij autofill om fouten te vermijden en minder te hoeven typen.","Voeg bij het veld telefoonnummer het attribuut autocomplete=""tel-national"" toe.",,,2,Tue Mar 10 2026 15:43:22 GMT+0100 (Midden-Europese standaardtijd),Tue Mar 10 2026 15:44:59 GMT+0100 (Midden-Europese standaardtijd)
620ab3e8-05e9-4446-90b9-15f1449e7b32,dfc078cf-a6b5-4c92-b72e-15d5d1089804,B009,953b6042-bb8c-4124-ae4b-a5b1669fe425,,open,matig,,"Op de pagina staat een tekstveld met het label ""Namen bruidspaar"". Het label geeft niet aan welke invoer wordt verwacht. Het is nu onduidelijk of de gebruiker de volledige namen van beide partners afzonderlijk moet invullen, de gecombineerde huwelijksnaam of een andere notatie. Zonder instructie moet de gebruiker gokken wat de gemeente bedoelt. Dit is een probleem voor mensen met een cognitieve beperking, maar ook voor alle andere gebruikers die niet vertrouwd zijn met dit soort formulieren.","Voeg een instructie toe direct onder het label die aangeeft welke invoer wordt verwacht en in welk formaat. Bijvoorbeeld: ""Vul de voor- en achternamen van beide partners in, gescheiden door 'en'",,,1,Tue Mar 10 2026 15:57:46 GMT+0100 (Midden-Europese standaardtijd),Tue Mar 10 2026 15:57:46 GMT+0100 (Midden-Europese standaardtijd)
6e84da21-0faa-4b02-80d1-395a64f6e8c9,dfc078cf-a6b5-4c92-b72e-15d5d1089804,B007,953b6042-bb8c-4124-ae4b-a5b1669fe425,,open,klein,redacteur,"Op de pagina staat een formulierveld met het label ""Postcode en woonplaats"". Dit label is gekoppeld aan één enkel tekstveld. Het veld verwacht twee afzonderlijke gegevens namelijk een postcode én een woonplaats. Er ontbreekt een instructie over het verwachte invoerformaat. Het is voor de gebruiker niet duidelijk hoe de gegevens gecombineerd moeten worden ingevoerd: alleen de postcode, alleen de woonplaats, of beide achter elkaar (en zo ja, in welke volgorde en met welk scheidingsteken). Er is geen placeholder of instructietekst aanwezig die dit verduidelijkt. Dit is een probleem voor mensen die hulpsoftware gebruiken en voor gebruikers die niet bekend zijn met het verwachte invoerformaat.","Maak twee afzonderlijke velden met elk een eigen label: ""Postcode"" en ""Woonplaats"". ",,,0,Tue Mar 10 2026 14:55:30 GMT+0100 (Midden-Europese standaardtijd),Tue Mar 10 2026 14:55:30 GMT+0100 (Midden-Europese standaardtijd)
54d4d48a-0f0f-4b8b-b9c1-02b02c67db30,dfc078cf-a6b5-4c92-b72e-15d5d1089804,B010,1f36c6a9-6e39-462e-8051-67c0ac31e0b2,,open,matig,,"Op de pagina is het veld ""Telefoonnummer aanvragers"" aangemaakt als een numeriek veld (type=""number""). Een screenreader kondigt het veld hierdoor aan als een optelbaar getal in plaats van een telefoonnummer. Dit is verwarrend voor gebruikers die afhankelijk zijn van een screenreader.","Vervang het numerieke veld door het telefoonnummerveld dat beschikbaar is in het formuliersysteem. Dat veld heeft type=""tel"" en bevat ook een instructie over het verwachte formaat.",,,0,Tue Mar 10 2026 16:11:48 GMT+0100 (Midden-Europese standaardtijd),Tue Mar 10 2026 16:11:48 GMT+0100 (Midden-Europese standaardtijd)
